name,category,rating,reviews_count,latitude,longitude,address,url,imageUrls,place_type,source,location,webUrl,image,amenities,price_range,rating_cleanliness,rating_service,rating_location,rating_value,popularity_score,tags,opening_hours,best_time_to_visit,peak_hours,wheelchair_accessible,family_friendly,cuisine_type,attraction_type,star_rating
Nando's Grand Baie,Chicken restaurant,4.1,949.0,-20.0220012,57.57847,"La Croisette Mall, MU, Twenty-Foot Rd, Grand Baie 30517, Mauritius",https://www.google.com/maps/search/?api=1&query=Nando's%20Grand%20Baie&query_place_id=ChIJU6CCDxOrfSERx0G_j09jVUQ,https://lh5.googleusercontent.com/p/AF1QipMnsKdj72BOevWRHmw2VYJe7AtKisLG9s51kDL_=w408-h306-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Cultural Experiences",Low,4.3,3.1,4.6,3.6,949.0,Beachfront,10:00 AM - 6:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,French,Historical,4-star
UNIQUE CONCEPT - Showroom Vale,Cabinet store,4.8,4.0,-20.0327853,57.590493,"M2 Motorway MU, The Vale 31301, Mauritius",https://www.google.com/maps/search/?api=1&query=UNIQUE%20CONCEPT%20-%20Showroom%20Vale&query_place_id=ChIJ297caQGrfSER1UTa68Vbqqg,https://lh5.googleusercontent.com/p/AF1QipOUQ0AMi8jyMcuyxkX63FrNElFQOeREWQ27wprV=w408-h272-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Free Parking",Low,4.3,3.5,3.6,3.8,4.0,Photography Hotspot,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,no,French,Scenic,Luxury
Sandeep Resto,Restaurant,3.9,14.0,-20.217572,57.5380799,"QGJQ+X6G, Makoon Lane Lagrement Saint Pierre, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Sandeep%20Resto&query_place_id=ChIJnb917g1afCEREDMEq0AzQOk,https://lh5.googleusercontent.com/p/AF1QipPSTbBxlP4FWECTaviGvghh7a7Mb_ACpgo3BoR5=w426-h240-k-no,restaurant,Google Maps,,,,"Smoking Area, Private Dining, Open Kitchen, Wheelchair Accessible, Takeaway, Alcohol Served, Vegan Options, Live Music, Kids Menu, Outdoor Seating",Medium,3.2,3.8,3.7,4.0,14.0,Eco-Friendly,Closed on Sundays,Winter,6:00 PM - 9:00 PM,no,no,Italian,Cultural,5-star
Chez Guillaume,Chinese restaurant,5.0,2.0,-20.2165874,57.5361465,"QGMP+9F6, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Guillaume&query_place_id=ChIJGUogw0NbfCERuUpFGrqjaCA,https://lh5.googleusercontent.com/p/AF1QipNaDVup_qQquFHzWjpuDPU6SQ70xPl2imnP35ny=w507-h240-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Nature Trails",Luxury,4.7,4.6,4.6,3.3,2.0,Adventure,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,no,yes,French,Shopping,5-star
Kebab Oubeid,Restaurant,3.7,3.0,-20.2180557,57.5334616,"QGJM+Q9G st pierre trafic centre, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Kebab%20Oubeid&query_place_id=ChIJZdN8iTZbfCER5av4V7GyFoU,https://lh5.googleusercontent.com/p/AF1QipMCNgdJsXiQJEvBzPUahyXFZ_3tf_27wXkz1NyE=w408-h544-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Live Music, Kids Menu, Open Kitchen, Reservation Required, Parking, Private Dining, Smoking Area, Outdoor Seating, Wheelchair Accessible",Luxury,3.8,4.5,3.2,3.0,3.0,Shopping Paradise,24/7,Winter,6:00 PM - 9:00 PM,no,no,Indian,Shopping,Luxury
Ti Resto,Restaurant,4.5,2.0,-20.2228951,57.5359418,"https://maps.apple.com/?ll=-20.222896,57.535857&q=My%20Location&t=m, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Resto&query_place_id=ChIJzfMtbPNbfCERndHIsSBuOWY,https://lh5.googleusercontent.com/p/AF1QipMdJTpb0gm9aqej4w0xfmIMVI6w4nGFcNxS5hOE=w408-h528-k-no,restaurant,Google Maps,,,,"Vegan Options, Open Kitchen, Outdoor Seating, Reservation Required, Private Dining, Smoking Area, Live Music, Wheelchair Accessible, Kids Menu, Pet-Friendly",Luxury,4.2,4.2,3.2,3.4,2.0,Kid-Friendly,10:00 AM - 6:00 PM,All Year,10:00 AM - 2:00 PM,no,yes,Chinese,Historical,5-star
Sky Snack,Restaurant,4.3,4.0,-20.2214941,57.5351445,"QGHP+C32, B47, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Sky%20Snack&query_place_id=ChIJleYQM09bfCERNPwE8CU5zxo,https://lh5.googleusercontent.com/p/AF1QipNL5IU8nxXoicGQKsTggIUErpWQWj-VzgnQuit6=w408-h306-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Parking, Kids Menu, Reservation Required, Happy Hours, Open Kitchen, Vegan Options, Outdoor Seating, Alcohol Served, Live Music",High,4.9,4.6,4.5,4.0,4.0,Kid-Friendly,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,no,no,French,Cultural,3-star
Veena's Kitchen,Restaurant,4.0,2.0,-20.2139645,57.5248977,"QGPF+CXR, Bois Cheri Rd, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Veena's%20Kitchen&query_place_id=ChIJDS8lVc9bfCERraSWvDUQFeI,https://lh5.googleusercontent.com/p/AF1QipNZL06o4JumMEtTGuW5oeJNbYKe9Fa6-jve1j7m=w408-h725-k-no,restaurant,Google Maps,,,,"Takeaway, Free Wi-Fi, Vegan Options, Open Kitchen, Alcohol Served, Outdoor Seating, Private Dining, Smoking Area, Pet-Friendly, Live Music",Low,4.7,3.6,4.1,4.7,2.0,Couple Retreat,24/7,All Year,10:00 AM - 2:00 PM,yes,yes,French,Shopping,Luxury
Saint-Pierre Fried Chicken,Fried chicken takeaway,4.2,85.0,-20.2194088,57.5323085,"Petit Verger Government School, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Saint-Pierre%20Fried%20Chicken&query_place_id=ChIJs86faw1afCER67Tz7eDdI3w,https://lh5.googleusercontent.com/p/AF1QipMdYX0lh-igz-JNTT41VbxxBUMoPFdwiPm3Pb7l=w408-h306-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Nature Trails",Medium,3.1,3.7,3.0,4.1,85.0,Budget-Friendly,24/7,All Year,3:00 PM - 6:00 PM,no,yes,Mauritian,Historical,5-star
Hemsy's Restaurant,Restaurant,4.5,6.0,-20.2237431,57.5370191,"QGGP+GR2, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Hemsy's%20Restaurant&query_place_id=ChIJYQur1ORbfCER3DIJaMrJ6Vw,https://lh5.googleusercontent.com/p/AF1QipO_9snl0CgSeUWoCnztXLn1ptGpjVAse_BlbHCH=w533-h240-k-no,restaurant,Google Maps,,,,"Private Dining, Vegan Options, Free Wi-Fi, Alcohol Served, Happy Hours, Live Music, Parking, Open Kitchen, Takeaway, Wheelchair Accessible",Medium,4.7,4.3,4.7,4.8,6.0,Great Food,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,no,Mauritian,Historical,Luxury
Grill Squad,Fast food restaurant,4.0,26.0,-20.2230095,57.5406334,"QGGR+Q7R, near Pont Badal, Circonstance, B49, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Grill%20Squad&query_place_id=ChIJVXBiWAhbfCEReH3Z6LyQB-k,https://lh5.googleusercontent.com/p/AF1QipPs54A-MCEm0QC3SbEiBGSt7J9GADFJuz-h_q11=w408-h306-k-no,restaurant,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Private Pools",Low,4.6,4.1,3.2,3.3,26.0,Kid-Friendly,24/7,All Year,6:00 PM - 9:00 PM,yes,yes,Italian,Historical,Luxury
Nu Baz Snack,Restaurant,4.5,2.0,-20.2219185,57.5398918,"QGHQ+6XJ Alpha Romeo Road, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Nu%20Baz%20Snack&query_place_id=ChIJQ1d7MelbfCERenzMJo45hz0,,restaurant,Google Maps,,,,"Outdoor Seating, Smoking Area, Private Dining, Kids Menu, Happy Hours, Parking, Pet-Friendly, Free Wi-Fi, Live Music, Wheelchair Accessible",Luxury,4.1,3.1,3.1,4.8,2.0,Shopping Paradise,10:00 AM - 6:00 PM,Summer,3:00 PM - 6:00 PM,no,no,Chinese,Adventure,4-star
Mine St Pierre (Mangouste),Restaurant,4.3,505.0,-20.2209841,57.5344576,"L'Agrément Road, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=Mine%20St%20Pierre%20(Mangouste)&query_place_id=ChIJRwNHdhJafCERkrNp77jqmPE,https://lh5.googleusercontent.com/p/AF1QipNnIHx9zZjgEkzR91P9SFGywQH3W13YnPzaTDTo=w408-h725-k-no,restaurant,Google Maps,,,,"Takeaway, Live Music, Kids Menu, Happy Hours, Private Dining, Parking, Pet-Friendly, Open Kitchen, Smoking Area, Alcohol Served",Low,4.5,4.1,3.2,3.2,505.0,Photography Hotspot,24/7,Winter,3:00 PM - 6:00 PM,yes,yes,Chinese,Cultural,3-star
Algoo's Pizza,Pizza restaurant,4.2,10.0,-20.2207694,57.5339358,"Bois Cheri Road MU, Makoon Lane Lagrement Saint Pierre, St Pierre 81419, Mauritius",https://www.google.com/maps/search/?api=1&query=Algoo's%20Pizza&query_place_id=ChIJQXorFzxbfCERtu5pW9On-Uc,https://lh5.googleusercontent.com/p/AF1QipMSO_xVyGUd-pm-zfcHeSF8aVxZDZDkmD_JjG0Q=w408-h408-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Guided Tours",Luxury,4.9,3.1,3.3,3.2,10.0,Hiking Trails,Closed on Sundays,Winter,3:00 PM - 6:00 PM,yes,yes,Chinese,Shopping,3-star
7 Spices Multicuisine,Restaurant,4.3,14.0,-20.2242678,57.5355987,"Royal Road, St Pierre, Mauritius",https://www.google.com/maps/search/?api=1&query=7%20Spices%20Multicuisine&query_place_id=ChIJ2T1fXnRbfCERrsnlvs6ktMA,https://lh5.googleusercontent.com/p/AF1QipPVRVda1Qk_NdzcndkVfGDhfkjgPFvMs4A504e-=w506-h240-k-no,restaurant,Google Maps,,,,"Live Music, Happy Hours, Outdoor Seating, Parking, Wheelchair Accessible, Free Wi-Fi, Open Kitchen, Private Dining, Takeaway, Kids Menu",Low,4.3,3.8,4.9,3.3,14.0,Scenic Views,10:00 AM - 6:00 PM,Summer,6:00 PM - 9:00 PM,yes,yes,Seafood,Scenic,Luxury
Ayush Resto,Restaurant,4.4,227.0,-20.2162805,57.5235142,"School Lane Petit Verger MU, St Pierre 81417, Mauritius",https://www.google.com/maps/search/?api=1&query=Ayush%20Resto&query_place_id=ChIJlfLgWcxbfCEROylUfuVKjmI,https://lh5.googleusercontent.com/p/AF1QipN84QOfTwrkOxn1_OXdaS8vzK9VPtSOpl3Ly31H=w408-h306-k-no,restaurant,Google Maps,,,,"Kids Menu, Pet-Friendly, Alcohol Served, Wheelchair Accessible, Vegan Options, Free Wi-Fi, Private Dining, Reservation Required, Parking, Takeaway",Luxury,3.1,3.7,3.5,3.3,227.0,Relaxing,24/7,Winter,3:00 PM - 6:00 PM,no,yes,Italian,Cultural,Luxury
Mokaray Restaurant,Restaurant,5.0,2.0,-20.2238599,57.5311235,"Vivea Business Park, MU, St Pierre 81407, Mauritius",https://www.google.com/maps/search/?api=1&query=Mokaray%20Restaurant&query_place_id=ChIJu0Co6ClbfCER6l6UUHjJvbY,https://lh5.googleusercontent.com/p/AF1QipMwI7-5kuRA2vksqhp2zlOnm_ajZj6BG1IUnWyv=w408-h408-k-no,restaurant,Google Maps,,,,"Parking, Free Wi-Fi, Wheelchair Accessible, Kids Menu, Vegan Options, Smoking Area, Private Dining, Pet-Friendly, Live Music, Open Kitchen",High,4.1,3.1,3.9,3.8,2.0,Couple Retreat,24/7,Winter,6:00 PM - 9:00 PM,no,yes,Chinese,Historical,Luxury
La Vallée Des Couleurs Nature Park,Restaurant,4.7,10018.0,-20.457614,57.485178,"B102, Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Vall%C3%A9e%20Des%20Couleurs%20Nature%20Park&query_place_id=ChIJB2bQNAxmfCERG7NSOEK29PI,https://lh5.googleusercontent.com/p/AF1QipNJP74uozrxUrKnkDEgncWv9lbd2G2fCFGu4LSF=w408-h306-k-no,restaurant,Google Maps,,,,"Wheelchair Accessible, Open Kitchen, Takeaway, Free Wi-Fi, Live Music, Parking, Private Dining, Vegan Options, Kids Menu, Pet-Friendly",Medium,3.2,4.2,4.3,4.1,10018.0,Eco-Friendly,Closed on Sundays,Summer,6:00 PM - 9:00 PM,yes,no,Mauritian,Shopping,5-star
Le Chamouzé Restaurant by La Vallée des Couleurs Nature Park,Restaurant,4.0,245.0,-20.4600178,57.4870915,"Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Chamouz%C3%A9%20Restaurant%20by%20La%20Vall%C3%A9e%20des%20Couleurs%20Nature%20Park&query_place_id=ChIJaeU3TcBlfCERmdVxDdB4UHY,https://lh5.googleusercontent.com/p/AF1QipOuH7CjcpWYXpCCSLJ692ObRkmxxlFf8T7NSQYP=w533-h240-k-no,restaurant,Google Maps,,,,"Open Kitchen, Private Dining, Takeaway, Kids Menu, Smoking Area, Alcohol Served, Reservation Required, Parking, Pet-Friendly, Free Wi-Fi",Low,4.5,3.2,4.6,4.5,245.0,Couple Retreat,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,yes,French,Adventure,5-star
La Citronnelle,Restaurant,3.6,34.0,-20.4568467,57.4869274,"GFVP+7Q7, Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Citronnelle&query_place_id=ChIJOa7I9zJlfCERAd_VAAFwBkU,https://lh5.googleusercontent.com/p/AF1QipMinwZyBSGQcfNLpSnK_lUVn9zhJhMsVuyjsLyK=w408-h544-k-no,restaurant,Google Maps,,,,"Reservation Required, Vegan Options, Live Music, Pet-Friendly, Wheelchair Accessible, Takeaway, Open Kitchen, Free Wi-Fi, Outdoor Seating, Private Dining",Low,3.8,4.9,3.8,5.0,34.0,Adventure,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,no,no,Italian,Shopping,4-star
Ninja Noodles,Restaurant,4.9,78.0,-20.4917405,57.4698321,"Royal Road, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Ninja%20Noodles&query_place_id=ChIJF26XojhlfCER-7lMxjDv8Qg,https://lh5.googleusercontent.com/p/AF1QipPhi1H1MvoGbvyER7VM7NrV3Et2GfcmifNZZBcc=w408-h544-k-no,restaurant,Google Maps,,,,"Reservation Required, Wheelchair Accessible, Happy Hours, Free Wi-Fi, Pet-Friendly, Kids Menu, Private Dining, Takeaway, Open Kitchen, Parking",High,3.9,4.6,3.3,3.2,78.0,Pet-Friendly,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,no,no,Indian,Shopping,4-star
Briani house,Restaurant,5.0,5.0,-20.491912,57.4668542,"GF58+5RQ, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Briani%20house&query_place_id=ChIJv8tdswdlfCERJfNm4gxIufg,https://lh5.googleusercontent.com/p/AF1QipPkoOnKF9A50ddz1xk4-xWJhLBtQq6QPOL_8LEm=w426-h240-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Vegan Options, Smoking Area, Takeaway, Private Dining, Pet-Friendly, Open Kitchen, Live Music, Kids Menu, Outdoor Seating",Medium,3.8,5.0,4.6,4.4,5.0,Quiet Getaway,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,yes,no,Italian,Shopping,Luxury
LEGS INN BISTROT,Restaurant,4.2,48.0,-20.48839,57.4720453,"Royal Road Chamouny, Chemin Grenier, Chamouny 61301, Mauritius",https://www.google.com/maps/search/?api=1&query=LEGS%20INN%20BISTROT&query_place_id=ChIJAdO8ZINlfCERHeIT7OV-XRc,https://lh5.googleusercontent.com/p/AF1QipPgLZz6cIJvbk7ycpEjVBKb07PmuVsvGsPHnwP-=w408-h306-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Reservation Required, Takeaway, Open Kitchen, Kids Menu, Private Dining, Smoking Area, Happy Hours, Alcohol Served, Vegan Options",High,4.7,4.9,4.6,5.0,48.0,Historical,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,yes,yes,Seafood,Shopping,4-star
Lux Family Restaurant,Restaurant,4.6,10.0,-20.4917451,57.4716209,"GF5C+8J5, Royal rd, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Lux%20Family%20Restaurant&query_place_id=ChIJl3R42CxlfCEROTbroUv7bpA,https://lh5.googleusercontent.com/p/AF1QipODkg66PK0Sny6UeE-RZRHrHUqQuwR40jVAosfR=w408-h612-k-no,restaurant,Google Maps,,,,"Private Dining, Smoking Area, Takeaway, Vegan Options, Reservation Required, Free Wi-Fi, Outdoor Seating, Wheelchair Accessible, Happy Hours, Alcohol Served",Low,4.3,4.1,4.9,4.9,10.0,Shopping Paradise,9:00 AM - 8:00 PM,Winter,10:00 AM - 2:00 PM,no,yes,Indian,Scenic,4-star
Master Snack,Restaurant,5.0,1.0,-20.4930857,57.4757492,"GF4G+Q79, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Master%20Snack&query_place_id=ChIJpe0-aYVlfCERt91cAbS0cG4,,restaurant,Google Maps,,,,"Live Music, Smoking Area, Reservation Required, Open Kitchen, Alcohol Served, Private Dining, Wheelchair Accessible, Outdoor Seating, Pet-Friendly, Parking",Luxury,4.2,4.0,4.6,4.5,1.0,Adventure,Closed on Sundays,Summer,6:00 PM - 9:00 PM,no,yes,Chinese,Adventure,3-star
St Felix Restaurant,Restaurant,3.9,22.0,-20.5090114,57.4658246,"B9, Mauritius",https://www.google.com/maps/search/?api=1&query=St%20Felix%20Restaurant&query_place_id=ChIJo89SPrllfCERX1pK_vHb3JQ,https://lh5.googleusercontent.com/p/AF1QipNx3WYMxdO6FuT4KxtjuE_h6eyuWjrv3qLUv_bs=w408-h306-k-no,restaurant,Google Maps,,,,"Smoking Area, Pet-Friendly, Free Wi-Fi, Vegan Options, Reservation Required, Parking, Wheelchair Accessible, Outdoor Seating, Open Kitchen, Private Dining",High,4.1,3.1,3.9,4.3,22.0,Scenic Views,10:00 AM - 6:00 PM,Winter,10:00 AM - 2:00 PM,no,yes,Indian,Scenic,5-star
Chez Choon National Store,Fast food restaurant,5.0,4.0,-20.4851888,57.4721566,"Royal Road, Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Choon%20National%20Store&query_place_id=ChIJ0YvhCQBlfCER8HXVMOVuw2k,https://lh5.googleusercontent.com/p/AF1QipNFEggONhTzY-3HEEO47K-KggY518diA8wYziPO=w408-h306-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Beachfront",Luxury,4.8,4.9,3.6,4.9,4.0,Shopping Paradise,Closed on Sundays,Summer,3:00 PM - 6:00 PM,no,yes,Indian,Cultural,3-star
Fa Snack,Fast food restaurant,5.0,9.0,-20.4917192,57.4705399,"Village Market, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Fa%20Snack&query_place_id=ChIJ9Z9MgLdlfCERxfafohqJLKU,https://lh5.googleusercontent.com/p/AF1QipNCjqtTrUd10IOCig4ZHpnZIqmeRXa0HTriOeDr=w408-h544-k-no,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Water Sports",High,4.8,4.3,4.6,4.7,9.0,Nightlife,Closed on Sundays,Summer,3:00 PM - 6:00 PM,yes,no,Mauritian,Shopping,5-star
Le Bois Cheri Restaurant,Restaurant,4.4,2298.0,-20.4281959,57.5223388,"Le Domaine de, Bois Cheri, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Bois%20Cheri%20Restaurant&query_place_id=ChIJhSXTd-VmfCEREWOcUsRn0ss,https://lh5.googleusercontent.com/p/AF1QipM1V-POihHyhpmsQ_Ucmyptz6ry3GGFuebDR4Dz=w426-h240-k-no,restaurant,Google Maps,,,,"Takeaway, Parking, Reservation Required, Kids Menu, Alcohol Served, Outdoor Seating, Private Dining, Pet-Friendly, Free Wi-Fi, Wheelchair Accessible",High,3.4,3.9,3.4,3.7,2298.0,Business-Friendly,10:00 AM - 6:00 PM,All Year,3:00 PM - 6:00 PM,no,yes,Italian,Adventure,Luxury
Tamam grill,Takeout Restaurant,5.0,3.0,-20.4835583,57.4715208,"Chamouny, MU, Royal Road, 61303, Mauritius",https://www.google.com/maps/search/?api=1&query=Tamam%20grill&query_place_id=ChIJaQNqr5NlfCER6iXKpErEvTU,https://lh5.googleusercontent.com/p/AF1QipMh_pOagTjSVNMhXxXykcxUx0BWx2VDNBxkbDHP=w408-h256-k-no,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Guided Tours",Medium,3.6,4.7,3.1,4.1,3.0,Scenic Views,9:00 AM - 8:00 PM,Winter,6:00 PM - 9:00 PM,no,yes,Chinese,Historical,Luxury
Krispy Fried Chicken,Restaurant,4.6,9.0,-20.4920301,57.4715299,"GF5C+5JJ, Royal Road, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Krispy%20Fried%20Chicken&query_place_id=ChIJTbj5R-BlfCERVB_0dbd1Cm4,https://lh5.googleusercontent.com/p/AF1QipOwYM0TDugCJ85XjXoZknyMjv8n93zgNbvsJfNF=w408-h544-k-no,restaurant,Google Maps,,,,"Live Music, Happy Hours, Takeaway, Private Dining, Vegan Options, Kids Menu, Pet-Friendly, Parking, Reservation Required, Open Kitchen",High,4.4,3.1,4.7,3.2,9.0,Historical,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,no,no,French,Shopping,Luxury
Baz Gato saler Dalpuri Roti sak weekend..Koster Gueter,Brunch restaurant,5.0,14.0,-20.4092609,57.4740587,"HFRF+7JV, Vacoas-Phoenix, Mauritius",https://www.google.com/maps/search/?api=1&query=Baz%20Gato%20saler%20Dalpuri%20Roti%20sak%20weekend..Koster%20Gueter&query_place_id=ChIJOwp_tpRnfCERR0pYpH1uBp8,https://lh5.googleusercontent.com/p/AF1QipOD_kLFEOSQe4YAXIKT5GpERqnzWRiDZ9q9js9u=w408-h272-k-no,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Water Sports",High,4.5,4.1,3.7,3.4,14.0,Shopping Paradise,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,no,yes,Italian,Cultural,3-star
Royal Taste chg,Restaurant,2.9,38.0,-20.4920085,57.4671885,"GF58+5VW, B10 Chemin Grenier Road, Chemin Grenier, Mauritius",https://www.google.com/maps/search/?api=1&query=Royal%20Taste%20chg&query_place_id=ChIJN_go_HdlfCER6HMqC471lik,https://lh5.googleusercontent.com/p/AF1QipN7-8PsXI1pTUWB8r9vToq6X7WxYkIYwEpmWD6Z=w408-h272-k-no,restaurant,Google Maps,,,,"Live Music, Open Kitchen, Alcohol Served, Private Dining, Takeaway, Pet-Friendly, Wheelchair Accessible, Vegan Options, Kids Menu, Reservation Required",Low,3.5,4.8,4.7,3.0,38.0,Business-Friendly,9:00 AM - 8:00 PM,Winter,10:00 AM - 2:00 PM,yes,no,Mauritian,Adventure,Luxury
Pôt au Feu Resto,Restaurant,4.8,43.0,-20.5110173,57.5043194,"Royal Road, Riambel, Mauritius",https://www.google.com/maps/search/?api=1&query=P%C3%B4t%20au%20Feu%20Resto&query_place_id=ChIJV2jNl45lfCERLmkqqUsmN-g,https://lh5.googleusercontent.com/p/AF1QipMlPO3eqp1qA2g9EJ805bVMUMjfE2bngJa6AIRr=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Private Dining, Wheelchair Accessible, Live Music, Open Kitchen, Reservation Required, Free Wi-Fi, Smoking Area, Pet-Friendly, Vegan Options",Medium,5.0,4.9,4.2,3.6,43.0,Hiking Trails,Closed on Sundays,Winter,3:00 PM - 6:00 PM,no,yes,Mauritian,Cultural,Luxury
Rum Shed Bar & Grill Restaurant at Shanti Maurice Resort & Spa,Restaurant,4.7,116.0,-20.5129218,57.4733841,"Shanti Maurice Resort & Spa Coastal Road Saint Félix MU, 60422, Mauritius",https://www.google.com/maps/search/?api=1&query=Rum%20Shed%20Bar%20%26%20Grill%20Restaurant%20at%20Shanti%20Maurice%20Resort%20%26%20Spa&query_place_id=ChIJZcEnoBRlfCERx2rUhUVlU6w,https://lh5.googleusercontent.com/p/AF1QipOYWXQKUTxrk3MwNomhnuNbAJX_HUCWqOFfFrL2=w426-h240-k-no,restaurant,Google Maps,,,,"Private Dining, Open Kitchen, Takeaway, Live Music, Vegan Options, Smoking Area, Free Wi-Fi, Kids Menu, Parking, Outdoor Seating",Low,4.1,4.6,4.3,3.1,116.0,Photography Hotspot,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,yes,Chinese,Scenic,Luxury
Magic Spoon Restaurant,Restaurant,4.5,320.0,-20.4375264,57.5146157,"AVALON Golf Course, Bois Cheri, Mauritius",https://www.google.com/maps/search/?api=1&query=Magic%20Spoon%20Restaurant&query_place_id=ChIJEQ-VTvNmfCERSApr46P1DI0,https://lh5.googleusercontent.com/p/AF1QipOy3JXyYU6KrVJHAsTr5ANL5e6B-k5Qt8j-pHok=w408-h306-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Outdoor Seating, Happy Hours, Vegan Options, Wheelchair Accessible, Live Music, Smoking Area, Open Kitchen, Alcohol Served, Private Dining",Medium,3.8,3.1,5.0,3.2,320.0,Hiking Trails,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,yes,no,Seafood,Shopping,3-star
Jannat Hotel Mauritus,Restaurant,5.0,2.0,-20.2932664,57.6912671,"PM4R+MGR, Royal Road Mt.blanche, Sebastopol, Mauritius",https://www.google.com/maps/search/?api=1&query=Jannat%20Hotel%20Mauritus&query_place_id=ChIJZd8itXv3fCERCPZZ3eWY0Rw,,restaurant,Google Maps,,,,"Private Dining, Kids Menu, Wheelchair Accessible, Live Music, Outdoor Seating, Pet-Friendly, Free Wi-Fi, Vegan Options, Parking, Takeaway",Medium,4.2,4.6,3.4,3.4,2.0,Pet-Friendly,9:00 AM - 8:00 PM,All Year,3:00 PM - 6:00 PM,yes,yes,Indian,Scenic,4-star
Manger lacazcot Jasmin,Family restaurant,5.0,1.0,-20.3118699,57.7297927,"MPQH+7W3, Belle Rive, Mauritius",https://www.google.com/maps/search/?api=1&query=Manger%20lacazcot%20Jasmin&query_place_id=ChIJPZnMh7T3fCERiQlIZ5uoBqs,,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Golf Courses",Medium,3.5,4.4,4.6,4.8,1.0,Family-Friendly,Closed on Sundays,Winter,6:00 PM - 9:00 PM,no,yes,Chinese,Cultural,4-star
Yummy Foodies,Western restaurant,4.7,3.0,-20.2574872,57.7518438,"PQV2+2P5, Bel Air, Mauritius",https://www.google.com/maps/search/?api=1&query=Yummy%20Foodies&query_place_id=ChIJ6Wnf6_LxfCERxyjN4vM4CrA,https://lh5.googleusercontent.com/p/AF1QipOUT8VaEHLOKfojShbTslFuDzG10Rekm0dkpdP_=w408-h278-k-no,restaurant,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Spa Services",Low,3.0,3.2,3.3,4.6,3.0,Pet-Friendly,24/7,Winter,6:00 PM - 9:00 PM,yes,no,Chinese,Cultural,3-star
